protein1 protein2 experimental database textmining combined_score
511145.b1803 511145.b1378 269 0 0 269
511145.b1803 511145.b0869 233 0 0 232
511145.b1803 511145.b3003 199 0 98 246
511145.b1803 511145.b4309 226 0 0 225
511145.b1803 511145.b0525 254 0 46 257
511145.b1803 511145.b3213 247 141 128 386
511145.b1803 511145.b2902 199 0 98 246
511145.b1803 511145.b3623 246 0 0 245
511145.b1803 511145.b4211 233 0 0 232
511145.b1803 511145.b1494 186 0 0 186
511145.b1803 511145.b1271 199 0 98 246
511145.b1803 511145.b2287 459 0 0 459
511145.b1803 511145.b2283 281 0 0 281
511145.b1803 511145.b2529 124 0 142 216
511145.b1803 511145.b2279 243 0 0 242
511145.b1803 511145.b1802 0 900 534 951
511145.b1803 511145.b2280 243 0 0 242
511145.b1803 511145.b2705 199 0 98 246
511145.b1803 511145.b3632 246 0 0 245
511145.b1803 511145.b2774 199 0 98 246
511145.b1803 511145.b1094 276 0 0 276
511145.b1803 511145.b2764 253 0 292 448
511145.b1803 511145.b3081 247 141 309 514
511145.b1803 511145.b2763 254 0 204 380
511145.b1803 511145.b2426 199 0 98 246
511145.b1803 511145.b0888 283 0 0 282
511145.b1803 511145.b1093 199 0 98 246
511145.b1803 511145.b2488 269 0 0 269
511145.b1803 511145.b2530 48 0 145 151
511145.b1803 511145.b2468 247 141 139 394
511145.b1803 511145.b3620 246 0 0 245
511145.b1803 511145.b2542 283 0 0 282
511145.b1803 511145.b2237 243 0 0 242
511145.b1803 511145.b3363 254 0 46 257
511145.b1803 511145.b2288 459 0 0 459
511145.b1803 511145.b0596 199 0 98 246
511145.b1803 511145.b2277 459 0 0 459
511145.b1803 511145.b1619 199 0 98 246
511145.b1803 511145.b2137 199 0 98 246
511145.b1803 511145.b2285 279 0 0 279
511145.b1803 511145.b2541 199 0 98 246
511145.b1803 511145.b2284 281 0 203 402
511145.b1803 511145.b2276 459 0 100 492
511145.b1803 511145.b2562 269 0 0 269
511145.b1803 511145.b2282 459 0 0 459
511145.b1803 511145.b2539 0 0 308 307
511145.b1803 511145.b2484 188 0 0 188
511145.b1803 511145.b2720 269 0 0 269
511145.b1803 511145.b2878 247 141 293 502
511145.b1803 511145.b2278 188 0 0 188
511145.b1803 511145.b3152 233 0 0 232
511145.b1803 511145.b4266 199 0 98 246
511145.b1803 511145.b0476 226 0 0 225
511145.b1803 511145.b2281 269 0 0 269
511145.b1803 511145.b3527 186 0 0 186
511145.b1803 511145.b3621 246 0 0 245
511145.b1804 511145.b3311 583 0 0 583
511145.b1804 511145.b3298 615 0 0 615
511145.b1804 511145.b3297 552 0 0 552
511145.b1804 511145.b3165 579 0 0 579
511145.b1804 511145.b3780 42 0 428 428
511145.b1804 511145.b0148 455 0 0 455
511145.b1804 511145.b0911 464 0 0 463
511145.b1804 511145.b3305 273 0 0 273
511145.b1804 511145.b3231 273 0 0 273
511145.b1804 511145.b4475 609 0 0 609
511145.b1804 511145.b3320 281 0 0 281
511145.b1804 511145.b3164 0 0 626 625
511145.b1804 511145.b3309 458 0 0 457
511145.b1804 511145.b0525 246 0 0 245
511145.b1804 511145.b3312 281 0 0 281
511145.b1804 511145.b2400 214 0 0 214
511145.b1804 511145.b3341 531 0 0 531
511145.b1804 511145.b3318 462 0 0 461
511145.b1804 511145.b3985 283 0 0 282
511145.b1804 511145.b1413 455 0 0 455
511145.b1804 511145.b3319 511 0 0 511
511145.b1804 511145.b3304 458 0 0 457
511145.b1804 511145.b3306 513 0 0 513
511145.b1804 511145.b3315 274 0 0 274
511145.b1804 511145.b3363 246 0 0 245
511145.b1804 511145.b3407 76 0 134 165
511145.b1804 511145.b3308 273 0 0 273
511145.b1804 511145.b3310 274 0 0 274
511145.b1804 511145.b3296 553 0 0 553
511145.b1804 511145.b3302 273 0 0 273
511145.b1804 511145.b3301 281 0 0 281
511145.b1804 511145.b0680 214 0 0 214
511145.b1804 511145.b3317 273 0 0 273
511145.b1804 511145.b3342 531 0 0 531
511145.b1804 511145.b0168 265 0 0 265
511145.b1804 511145.b4179 740 0 285 806
511145.b1804 511145.b0144 214 0 0 214
511145.b1804 511145.b0051 260 0 0 260
511145.b1805 511145.b3301 461 0 0 461
511145.b1805 511145.b0869 206 0 0 206
511145.b1805 511145.b3983 454 0 0 454
511145.b1805 511145.b0841 167 140 0 252
511145.b1805 511145.b1308 250 0 0 250
511145.b1805 511145.b3316 251 0 0 250
511145.b1805 511145.b3341 269 0 0 269
511145.b1805 511145.b1411 189 140 48 278
511145.b1805 511145.b0144 206 0 0 206
511145.b1805 511145.b4054 210 0 63 228
511145.b1805 511145.b3314 251 0 0 250
511145.b1805 511145.b3186 458 0 0 457
511145.b1805 511145.b1094 462 0 113 502
511145.b1805 511145.b3313 251 0 0 250
511145.b1805 511145.b2834 140 57 50 162
511145.b1805 511145.b3908 281 0 0 281
511145.b1805 511145.b3309 461 0 0 461
511145.b1805 511145.b1494 204 0 0 204
511145.b1805 511145.b3152 206 0 0 206
511145.b1805 511145.b0680 206 0 0 206
511145.b1805 511145.b2281 186 0 0 186
511145.b1805 511145.b3298 222 0 0 222
511145.b1805 511145.b0183 251 0 0 250
511145.b1805 511145.b2668 250 0 0 250
511145.b1805 511145.b0851 242 0 0 241
511145.b1805 511145.b0419 140 57 50 162
511145.b1805 511145.b0586 272 0 314 479
511145.b1805 511145.b3611 250 0 0 250
511145.b1805 511145.b3294 458 0 0 457
511145.b1805 511145.b4029 167 140 0 252
511145.b1805 511145.b3303 270 0 0 270
511145.b1805 511145.b3307 251 0 0 250
511145.b1805 511145.b3319 259 0 0 258
511145.b1805 511145.b0169 276 0 0 276
511145.b1805 511145.b3308 251 0 0 250
511145.b1805 511145.b3649 253 0 0 252
511145.b1805 511145.b1406 140 57 50 162
511145.b1805 511145.b3342 270 0 0 270
511145.b1805 511145.b3317 457 0 0 457
511145.b1805 511145.b0984 167 140 0 252
511145.b1805 511145.b3527 204 0 0 204
511145.b1805 511145.b3311 459 0 0 459
511145.b1805 511145.b0476 192 0 72 218
511145.b1805 511145.b2195 236 0 0 236
511145.b1805 511145.b1000 279 0 0 279
511145.b1805 511145.b2284 251 0 0 250
511145.b1805 511145.b0423 250 0 0 250
511145.b1805 511145.b2562 186 0 0 186
511145.b1805 511145.b0799 199 0 0 199
511145.b1805 511145.b2720 186 0 0 186
511145.b1805 511145.b4309 192 0 72 218
511145.b1805 511145.b1008 242 0 0 241
511145.b1805 511145.b0525 285 0 0 284
511145.b1805 511145.b3312 251 0 0 250
511145.b1805 511145.b3295 229 0 0 228
511145.b1805 511145.b2400 206 0 0 206
511145.b1805 511145.b1656 281 0 0 281
511145.b1805 511145.b4211 206 0 0 206
511145.b1805 511145.b0928 210 0 63 228
511145.b1805 511145.b3318 272 0 0 272
511145.b1805 511145.b0659 446 0 0 446
511145.b1805 511145.b1378 186 0 0 186
511145.b1805 511145.b2184 253 0 0 252
511145.b1805 511145.b3305 454 228 44 561
511145.b1805 511145.b3231 461 0 0 461
511145.b1805 511145.b3001 140 57 50 162
511145.b1805 511145.b1808 199 0 0 199
511145.b1805 511145.b3165 269 0 0 269
511145.b1805 511145.b1387 70 0 209 232
511145.b1805 511145.b0015 279 0 0 279
511145.b1805 511145.b3987 217 0 0 217
511145.b1805 511145.b1559 279 0 0 279
511145.b1805 511145.b2283 251 0 0 250
511145.b1805 511145.b3320 461 0 0 461
511145.b1805 511145.b3310 457 0 0 457
511145.b1805 511145.b0578 242 0 0 241
511145.b1805 511145.b1765 242 0 0 241
511145.b1805 511145.b3296 270 0 0 270
511145.b1805 511145.b2285 251 0 0 250
511145.b1805 511145.b2488 186 0 0 186
511145.b1805 511145.b3304 272 0 0 272
511145.b1805 511145.b1278 167 140 0 252
511145.b1805 511145.b3321 270 0 0 270
511145.b1805 511145.b3425 250 0 0 250
511145.b1805 511145.b3363 285 0 0 284
511145.b1805 511145.b3315 269 0 0 269
511145.b1805 511145.b1771 140 57 50 162
511145.b1806 511145.b2971 0 0 221 221
511145.b1806 511145.b3506 0 0 199 199
511145.b1806 511145.b0689 0 0 204 204
511145.b1806 511145.b2701 0 0 157 156
511145.b1806 511145.b0772 0 0 163 163
511145.b1806 511145.b0952 0 0 211 211
511145.b1806 511145.b1739 0 0 200 200
511145.b1807 511145.b3282 0 0 649 649
511145.b1807 511145.b3064 971 900 709 999
511145.b1807 511145.b4168 562 900 659 983
511145.b1807 511145.b4373 171 0 0 171
511145.b1808 511145.b4170 264 0 140 339
511145.b1808 511145.b3863 334 241 315 623
511145.b1808 511145.b3926 154 67 0 176
511145.b1808 511145.b2260 199 0 0 199
511145.b1808 511145.b1701 199 0 0 199
511145.b1808 511145.b4481 154 67 0 176
511145.b1808 511145.b1411 189 0 0 189
511145.b1808 511145.b0318 158 184 0 283
511145.b1808 511145.b3678 214 0 0 214
511145.b1808 511145.b2798 278 241 133 483
511145.b1808 511145.b3295 465 646 0 802
511145.b1808 511145.b0841 164 0 0 163
511145.b1808 511145.b0060 66 269 0 288
511145.b1808 511145.b1099 53 336 0 344
511145.b1808 511145.b3987 462 618 0 785
511145.b1808 511145.b2836 199 0 0 199
511145.b1808 511145.b1094 66 209 87 266
511145.b1808 511145.b1805 199 0 0 199
511145.b1808 511145.b3801 214 0 0 214
511145.b1808 511145.b0398 286 276 0 460
511145.b1808 511145.b3305 203 0 0 203
511145.b1808 511145.b2184 528 661 158 853
511145.b1808 511145.b3701 68 267 0 287
511145.b1808 511145.b0059 73 474 143 545
511145.b1808 511145.b0397 66 276 0 294
511145.b1808 511145.b1278 164 0 0 163
511145.b1808 511145.b3822 74 251 157 364
511145.b1808 511145.b0037 199 0 0 199
511145.b1808 511145.b4029 164 0 0 163
511145.b1808 511145.b1763 63 222 0 239
511145.b1808 511145.b2699 48 238 155 333
511145.b1808 511145.b2733 73 0 140 168
511145.b1808 511145.b1498 214 0 0 214
511145.b1808 511145.b0984 164 0 0 163
511145.b1808 511145.b1274 63 222 0 239
511145.b1808 511145.b3649 476 633 0 799
511145.b1809 511145.b0414 154 0 0 153
511145.b1812 511145.b4161 176 0 0 175
511145.b1812 511145.b2600 0 0 315 315
511145.b1812 511145.b2942 170 0 0 169
511145.b1812 511145.b0243 0 0 152 151
511145.b1812 511145.b3360 715 900 404 981
511145.b1812 511145.b0800 459 0 131 509
511145.b1812 511145.b1263 802 0 314 858
511145.b1812 511145.b0594 0 0 158 157
511145.b1812 511145.b1262 304 0 316 503
511145.b1814 511145.b4471 0 900 0 900
511145.b1814 511145.b2797 0 900 0 900
511145.b1814 511145.b3772 0 900 0 900
511145.b1814 511145.b3117 0 900 0 900
511145.b1815 511145.b3072 146 0 94 193
511145.b1815 511145.b3261 284 0 0 284
511145.b1815 511145.b3210 70 0 138 164
511145.b1816 511145.b1118 162 0 0 161
511145.b1817 511145.b3140 0 0 314 313
511145.b1817 511145.b1818 559 900 0 954
511145.b1817 511145.b1819 559 900 314 967
511145.b1817 511145.b2415 950 0 0 950
511145.b1817 511145.b3794 363 0 0 363
511145.b1817 511145.b1832 228 0 0 227
511145.b1818 511145.b1819 944 900 481 996
511145.b1818 511145.b3140 463 0 126 510
511145.b1818 511145.b2093 0 0 399 398
511145.b1818 511145.b1817 559 900 0 954
511145.b1818 511145.b0731 0 0 407 407
511145.b1819 511145.b3139 463 0 126 510
511145.b1819 511145.b1818 944 900 481 996
511145.b1819 511145.b1817 559 900 314 967
511145.b1822 511145.b3651 0 0 388 388
511145.b1822 511145.b3606 0 0 323 323
511145.b1823 511145.b3295 107 206 0 260
511145.b1823 511145.b4172 379 0 0 379
511145.b1823 511145.b1135 333 0 0 333
511145.b1823 511145.b4187 347 0 0 347
511145.b1823 511145.b4179 345 0 95 381
511145.b1823 511145.b0880 360 0 0 360
511145.b1823 511145.b4000 559 0 0 559
511145.b1823 511145.b3162 145 44 44 150
511145.b1823 511145.b1269 300 0 0 300
511145.b1823 511145.b1913 266 0 0 266
511145.b1823 511145.b1413 384 0 0 383
511145.b1823 511145.b0797 413 44 44 416
511145.b1823 511145.b1237 559 0 0 559
511145.b1823 511145.b1086 269 0 0 269
511145.b1823 511145.b0623 412 0 0 412
511145.b1826 511145.b1129 0 0 573 573
511145.b1827 511145.b1836 457 0 0 457
511145.b1829 511145.b2764 151 0 0 150
511145.b1830 511145.b1713 185 0 0 185
511145.b1830 511145.b0117 281 0 0 281
511145.b1830 511145.b1978 281 0 0 281
511145.b1830 511145.b3163 900 0 568 954
511145.b1830 511145.b1669 281 0 0 281
511145.b1830 511145.b3781 457 0 0 457
511145.b1830 511145.b1378 467 0 0 467
511145.b1830 511145.b2114 185 0 0 185
511145.b1831 511145.b3871 508 0 0 508
511145.b1831 511145.b1967 399 0 0 398
511145.b1831 511145.b0391 508 0 0 508
511145.b1831 511145.b2369 457 0 0 457
511145.b1832 511145.b1817 228 0 0 227
511145.b1832 511145.b1836 285 0 0 284
511145.b1833 511145.b0485 182 0 0 181
511145.b1833 511145.b4401 182 0 0 181
511145.b1834 511145.b0171 156 0 0 155
511145.b1834 511145.b2755 151 0 0 150
511145.b1835 511145.b4207 172 0 0 171
511145.b1835 511145.b2576 274 0 0 274
511145.b1835 511145.b0637 208 0 0 208
511145.b1835 511145.b3299 182 0 0 181
511145.b1835 511145.b3317 211 0 0 211
511145.b1835 511145.b2567 168 0 0 167
511145.b1835 511145.b4203 208 0 0 208
511145.b1835 511145.b1719 154 0 0 153
511145.b1835 511145.b3231 467 0 0 467
511145.b1835 511145.b3186 208 0 0 208
511145.b1835 511145.b3162 274 0 0 274
511145.b1835 511145.b1094 205 0 0 205
511145.b1835 511145.b0191 206 0 0 206
511145.b1835 511145.b3780 274 0 0 274
511145.b1835 511145.b3313 154 0 0 153
511145.b1835 511145.b3980 182 0 0 181
511145.b1835 511145.b3309 490 0 0 489
511145.b1835 511145.b2891 206 0 0 206
511145.b1835 511145.b3183 168 0 0 167
511145.b1835 511145.b3320 473 0 0 473
511145.b1835 511145.b2606 208 0 0 208
511145.b1835 511145.b1343 274 0 0 274
511145.b1835 511145.b3310 459 0 0 459
511145.b1835 511145.b3301 466 0 0 465
511145.b1835 511145.b3636 257 0 0 256
511145.b1835 511145.b1089 208 0 0 208
511145.b1835 511145.b3302 464 0 0 463
511145.b1835 511145.b3294 208 0 0 208
511145.b1835 511145.b4506 182 0 0 181
511145.b1835 511145.b0797 274 0 0 274
511145.b1835 511145.b3985 465 0 0 465
511145.b1835 511145.b3319 465 0 0 465
511145.b1835 511145.b3304 168 0 0 167
511145.b1835 511145.b1716 208 0 0 208
511145.b1835 511145.b3315 470 0 0 470
511145.b1835 511145.b0911 175 0 0 175
511145.b1835 511145.b3305 456 0 0 456
511145.b1835 511145.b3339 182 0 0 181
511145.b1835 511145.b3986 277 0 0 277
511145.b1835 511145.b3318 466 0 0 465
511145.b1835 511145.b3179 491 0 143 545
511145.b1835 511145.b3312 460 0 0 459
511145.b1835 511145.b3983 154 0 0 153
511145.b1835 511145.b3185 208 0 0 208
511145.b1835 511145.b3984 285 0 0 284
511145.b1835 511145.b3347 172 0 0 171
511145.b1836 511145.b1827 457 0 0 457
511145.b1836 511145.b1658 457 0 0 457
511145.b1836 511145.b1832 285 0 0 284
511145.b1836 511145.b0422 457 0 0 457
511145.b1836 511145.b1953 508 0 0 508
511145.b1836 511145.b3261 457 0 0 457
511145.b1836 511145.b1284 508 0 0 508
511145.b1837 511145.b0064 156 0 0 155
511145.b1838 511145.b0318 459 0 0 459
511145.b1841 511145.b2542 493 0 0 493
511145.b1842 511145.b0812 0 540 0 540
511145.b1842 511145.b0492 166 0 0 165
511145.b1842 511145.b2496 0 540 0 540
511145.b1842 511145.b3453 374 0 0 374
511145.b1842 511145.b1099 457 900 0 943
511145.b1842 511145.b3778 0 540 0 540
511145.b1842 511145.b0892 0 540 0 540
511145.b1842 511145.b3317 0 540 0 540
511145.b1842 511145.b4361 0 540 0 540
511145.b1842 511145.b1183 0 900 0 900
511145.b1842 511145.b0467 0 540 0 540
511145.b1842 511145.b0215 955 900 0 995
511145.b1842 511145.b4000 0 540 0 540
511145.b1842 511145.b4059 366 540 0 695
511145.b1842 511145.b0470 564 900 0 954
511145.b1842 511145.b3822 0 540 0 540
511145.b1842 511145.b4372 451 900 0 942
511145.b1842 511145.b3149 0 540 0 540
511145.b1842 511145.b4052 0 540 0 540
511145.b1842 511145.b3066 0 540 0 540
511145.b1842 511145.b1184 0 900 0 900
511145.b1842 511145.b3702 0 540 0 540
511145.b1842 511145.b3701 800 900 0 979
511145.b1842 511145.b0440 0 540 0 540
511145.b1842 511145.b2699 0 540 0 540
511145.b1842 511145.b0184 944 900 0 994
511145.b1842 511145.b4362 0 540 0 540
511145.b1842 511145.b4259 425 900 0 940
511145.b1842 511145.b3935 0 540 0 540
511145.b1842 511145.b4201 0 540 0 540
511145.b1842 511145.b0640 441 900 0 941
511145.b1846 511145.b3781 457 0 0 457
511145.b1846 511145.b1302 363 0 0 363
511145.b1848 511145.b3030 158 0 0 157
511145.b1849 511145.b2500 0 900 0 900
511145.b1849 511145.b4006 0 900 0 900
511145.b1849 511145.b2476 0 0 314 313
511145.b1849 511145.b2499 0 0 415 415
511145.b1849 511145.b0421 291 0 0 290
511145.b1850 511145.b3076 166 0 0 165
511145.b1850 511145.b2622 179 0 0 179
511145.b1852 511145.b0237 559 0 0 559
511145.b1852 511145.b3500 0 0 187 187
511145.b1852 511145.b0688 559 0 0 559
511145.b1852 511145.b2029 159 0 283 371
511145.b1852 511145.b2592 509 0 0 509
511145.b1852 511145.b3916 0 0 285 284
511145.b1852 511145.b3569 184 0 0 183
511145.b1852 511145.b2696 0 0 283 282
511145.b1854 511145.b3315 533 0 0 533
511145.b1854 511145.b2927 70 0 133 159
511145.b1854 511145.b3296 495 0 0 495
511145.b1854 511145.b2926 67 0 259 279
511145.b1854 511145.b3301 533 0 0 533
511145.b1854 511145.b1779 70 0 133 159
511145.b1854 511145.b0643 281 0 0 281
511145.b1854 511145.b2950 291 0 424 574
511145.b1854 511145.b3341 509 0 0 509
511145.b1854 511145.b3983 486 0 0 485
511145.b1854 511145.b3309 549 0 0 549
511145.b1854 511145.b3313 549 0 0 549
511145.b1854 511145.b3314 497 0 0 497
511145.b1854 511145.b2779 71 0 156 182
511145.b1854 511145.b3302 539 0 0 539
511145.b1854 511145.b2518 0 900 0 900
511145.b1854 511145.b0759 70 0 134 160
511145.b1854 511145.b3316 503 0 0 503
511145.b1854 511145.b4232 0 0 155 154
511145.b1854 511145.b1702 0 900 0 900
511145.b1854 511145.b3297 496 0 0 495
511145.b1854 511145.b3308 543 0 0 543
511145.b1854 511145.b2942 147 0 136 231
511145.b1854 511145.b1378 263 0 0 263
511145.b1854 511145.b3312 533 0 0 533
511145.b1854 511145.b3320 537 0 0 537
511145.b1854 511145.b0657 271 0 0 271
511145.b1854 511145.b2551 0 0 158 157
511145.b1854 511145.b3984 281 0 0 281
511145.b1854 511145.b3231 533 0 0 533
511145.b1854 511145.b2066 73 0 145 173
511145.b1854 511145.b3305 533 0 0 533
511145.b1854 511145.b2319 277 0 0 277
511145.b1854 511145.b3321 502 0 0 502
511145.b1854 511145.b3236 245 0 157 336
511145.b1854 511145.b3304 533 0 0 533
511145.b1854 511145.b3306 496 0 0 495
511145.b1854 511145.b0755 0 0 254 254
511145.b1854 511145.b3310 537 0 0 537
511145.b1854 511145.b0169 496 0 0 495
511145.b1854 511145.b3985 528 0 0 528
511145.b1854 511145.b3319 493 0 0 493
511145.b1854 511145.b3303 502 0 0 502
511145.b1854 511145.b3307 486 0 0 485
511145.b1854 511145.b3298 496 0 0 495
511145.b1854 511145.b3311 486 0 0 485
511145.b1854 511145.b3317 538 0 0 538
511145.b1854 511145.b3342 486 0 0 485
511145.b1854 511145.b3781 457 0 0 457
511145.b1854 511145.b3318 539 0 0 539
511145.b1854 511145.b1621 291 0 0 290
511145.b1854 511145.b3919 0 0 156 155
511145.b1854 511145.b1676 0 900 0 900
511145.b1854 511145.b3612 0 0 248 248
511145.b1854 511145.b3165 502 0 0 502
511145.b1855 511145.b1256 0 0 210 210
511145.b1855 511145.b3687 151 0 0 150
511145.b1855 511145.b1641 0 0 163 163
511145.b1855 511145.b1779 0 0 205 205
511145.b1856 511145.b1083 181 0 0 181
511145.b1856 511145.b1923 181 0 0 181
511145.b1856 511145.b3613 0 0 171 171
511145.b1857 511145.b1329 0 540 0 540
511145.b1857 511145.b0697 0 540 0 540
511145.b1857 511145.b0856 0 540 0 540
511145.b1857 511145.b0811 0 540 0 540
511145.b1857 511145.b2306 0 540 0 540
511145.b1857 511145.b0765 0 540 0 540
511145.b1857 511145.b1516 0 540 0 540
511145.b1857 511145.b1858 0 900 883 987
511145.b1857 511145.b3540 0 540 0 540
511145.b1857 511145.b0810 0 540 0 540
511145.b1857 511145.b1709 0 540 0 540
511145.b1857 511145.b0262 0 360 0 360
511145.b1857 511145.b3269 0 540 0 540
511145.b1857 511145.b2307 0 540 0 540
511145.b1857 511145.b4288 0 540 0 540
511145.b1857 511145.b2424 0 540 0 540
511145.b1857 511145.b3750 0 540 0 540
511145.b1857 511145.b0831 0 540 0 540
511145.b1857 511145.b0829 0 540 0 540
511145.b1857 511145.b1756 0 540 0 540
511145.b1857 511145.b1440 0 540 0 540
511145.b1857 511145.b3726 0 540 0 540
511145.b1857 511145.b1118 0 540 0 540
511145.b1857 511145.b3476 0 540 158 596
511145.b1857 511145.b1291 0 540 0 540
511145.b1857 511145.b3452 0 540 0 540
511145.b1857 511145.b0854 0 540 0 540
511145.b1857 511145.b1245 0 540 0 540
511145.b1857 511145.b4088 0 540 0 540
511145.b1857 511145.b1515 0 540 0 540
511145.b1857 511145.b0863 0 540 0 540
511145.b1857 511145.b2425 0 540 0 540
511145.b1857 511145.b0934 0 540 0 540
511145.b1857 511145.b1483 0 540 0 540
511145.b1857 511145.b0698 0 540 0 540
511145.b1857 511145.b4086 0 540 0 540
511145.b1857 511145.b4105 0 360 0 360
511145.b1857 511145.b0158 0 540 285 657
511145.b1857 511145.b1711 0 540 0 540
511145.b1857 511145.b4261 0 540 0 540
511145.b1857 511145.b3478 0 540 0 540
511145.b1857 511145.b1514 0 540 0 540
511145.b1857 511145.b2178 0 540 0 540
511145.b1857 511145.b3453 0 540 0 540
511145.b1857 511145.b0763 0 540 281 655
511145.b1857 511145.b2678 0 540 0 540
511145.b1857 511145.b1442 0 540 0 540
511145.b1857 511145.b3751 0 540 0 540
511145.b1857 511145.b4262 0 540 0 540
511145.b1857 511145.b0793 0 540 0 540
511145.b1857 511145.b1484 0 540 0 540
511145.b1857 511145.b0592 0 540 0 540
511145.b1857 511145.b1973 0 0 339 339
511145.b1857 511145.b1310 0 540 0 540
511145.b1857 511145.b1247 0 540 0 540
511145.b1857 511145.b1900 0 540 0 540
511145.b1857 511145.b4287 0 540 0 540
511145.b1857 511145.b0914 0 540 0 540
511145.b1857 511145.b3567 0 540 0 540
511145.b1857 511145.b2308 0 540 0 540
511145.b1857 511145.b2422 0 540 0 540
511145.b1857 511145.b1292 0 540 0 540
511145.b1857 511145.b4230 0 540 0 540
511145.b1857 511145.b3271 0 540 0 540
511145.b1857 511145.b0794 0 540 0 540
511145.b1857 511145.b3727 0 540 0 540
511145.b1857 511145.b3458 0 540 0 540
511145.b1857 511145.b0696 0 540 0 540
511145.b1857 511145.b1290 0 540 0 540
511145.b1857 511145.b1125 0 540 0 540
511145.b1857 511145.b0067 0 540 0 540
511145.b1857 511145.b2130 0 540 0 540
511145.b1857 511145.b1920 0 540 0 540
511145.b1857 511145.b2128 0 540 0 540
511145.b1857 511145.b0588 0 540 0 540
511145.b1857 511145.b2548 0 540 0 540
